PointOfInterest, Latitude,Longitude
locale,33.89167,-118.29667
locale,34.13972,-118.29667
locale,35.66667,-118.29806
locale,34.68667,-118.29917
locale,33.87333,-118.29944
locale,34.11861,-118.29944
locale,35.74722,-118.29972
locale,34.205,-118.3025
locale,33.88889,-118.30444
locale,37.16722,-118.30556
locale,34.27472,-118.30639
locale,33.75083,-118.30694
locale,34.09694,-118.30694
locale,34.44111,-118.30694
locale,33.73667,-118.30722
locale,33.88944,-118.3075
locale,34.055,-118.30778
locale,33.97472,-118.30833
locale,33.8325,-118.30889
locale,34.89389,-118.30889
locale,33.33583,-118.30917
locale,34.0425,-118.30917
locale,34.32361,-118.30944
locale,33.76139,-118.31028
locale,35.63806,-118.31028
locale,33.75583,-118.31056
locale,35.73639,-118.31111
locale,33.92028,-118.31167
locale,34.06222,-118.31278
locale,35.45444,-118.31278
locale,34.12694,-118.31306
locale,34.16222,-118.31333
locale,37.33528,-118.31333
locale,34.26028,-118.31389
locale,33.30278,-118.31528
locale,34.32972,-118.31667
locale,34.43778,-118.31667
locale,33.93028,-118.3175
locale,34.08556,-118.31778
locale,33.71583,-118.31806
locale,34.12028,-118.32
locale,34.09611,-118.32028
locale,33.96361,-118.32111
locale,33.77611,-118.32139
locale,34.66222,-118.32167
locale,33.92972,-118.32333
locale,34.15667,-118.32361
locale,33.34389,-118.32417
locale,33.93222,-118.32444
locale,33.87167,-118.32472
locale,36.6925,-118.32472
locale,33.72556,-118.325
locale,34.26056,-118.325
locale,37.15056,-118.32583
locale,37.15194,-118.32611
locale,33.78111,-118.32639
locale,34.65583,-118.32722
locale,33.80389,-118.32778
locale,33.33528,-118.32806
locale,34.07722,-118.32861
locale,33.98528,-118.32889
locale,34.08222,-118.32889
locale,33.79194,-118.33028
locale,35.40667,-118.33111
locale,36.03806,-118.33111
locale,35.62972,-118.33139
locale,33.95917,-118.33167
locale,34.15306,-118.33194
locale,33.79361,-118.33222
locale,33.97,-118.33278
locale,34.01667,-118.33361
locale,34.15028,-118.33472
locale,34.62889,-118.33528
locale,34.48139,-118.33583
locale,36.49417,-118.33611
locale,36.01972,-118.33667
locale,33.78861,-118.33722
locale,33.95833,-118.33806
locale,34.11278,-118.33833
locale,34.77639,-118.33833
locale,34.29639,-118.33889
locale,36.77139,-118.33917
locale,33.84417,-118.33944
locale,34.01306,-118.33944
locale,33.32889,-118.33972
locale,33.78972,-118.33972
locale,33.88167,-118.34056
locale,34.58889,-118.34056
locale,34.04917,-118.34139
locale,35.45917,-118.34194
locale,36.37806,-118.34361
locale,33.94944,-118.34389
locale,33.78333,-118.34417
locale,34.15889,-118.34472
locale,34.30611,-118.34528
locale,33.36944,-118.34611
locale,34.08917,-118.34639
locale,34.14528,-118.34667
locale,35.655,-118.34667
locale,36.56417,-118.34722
locale,34.09028,-118.34806
locale,33.82806,-118.34889
locale,34.47306,-118.34917
locale,33.92083,-118.35056
locale,33.85306,-118.35139
locale,34.35389,-118.35222
locale,36.22139,-118.35222
locale,34.35806,-118.3525
locale,33.83222,-118.35278
locale,33.83611,-118.35333
locale,33.37333,-118.35361
locale,33.87111,-118.35417
locale,33.83833,-118.35444
locale,34.58444,-118.35444
locale,34.35861,-118.35472
locale,34.56083,-118.35472
locale,34.02083,-118.35528
locale,37.635,-118.35528
locale,34.14083,-118.35556
locale,34.71417,-118.35583
locale,34.34722,-118.35611
locale,34.07028,-118.3575
locale,34.30056,-118.35833
locale,35.48,-118.35833
locale,35.31222,-118.35861
locale,34.07028,-118.35917
locale,34.08278,-118.35917
locale,34.44111,-118.35917
locale,35.45389,-118.36
locale,34.29333,-118.36028
locale,34.29389,-118.36028
locale,34.295,-118.36139
locale,34.30722,-118.36139
locale,34.13611,-118.36194
locale,33.8575,-118.3625
locale,37.66722,-118.36417
locale,34.43222,-118.36472
locale,33.76944,-118.36611
locale,33.81333,-118.36639
locale,34.56889,-118.36667
locale,35.11278,-118.3675
locale,33.39444,-118.36889
locale,33.77083,-118.37
locale,34.28417,-118.37
locale,34.6425,-118.37056
locale,35.8375,-118.37056
locale,33.97861,-118.37167
locale,35.90167,-118.37167
locale,33.79528,-118.37222
locale,35.32667,-118.37444
locale,34.07139,-118.37556
locale,33.74778,-118.37583
locale,34.075,-118.37639
locale,34.04389,-118.37778
locale,34.09278,-118.37861
locale,35.54667,-118.37972
locale,36.16167,-118.37972
locale,35.365,-118.38056
locale,34.50056,-118.38083
locale,33.41111,-118.38222
locale,33.90139,-118.385
locale,33.9875,-118.385
locale,34.49222,-118.385
locale,33.90667,-118.38528
locale,37.27583,-118.38556
locale,33.89861,-118.38722
locale,34.65194,-118.38778
locale,37.64333,-118.38778
locale,37.64361,-118.38778
locale,33.79972,-118.38806
locale,33.83972,-118.38944
locale,36.63694,-118.38972
locale,37.68111,-118.38972
locale,34.14472,-118.39
locale,36.63333,-118.39
locale,34.61,-118.39028
locale,34.02333,-118.39056
locale,35.55694,-118.39056
locale,33.83889,-118.39083
locale,35.95139,-118.39083
locale,33.83972,-118.39139
locale,34.6325,-118.39167
locale,33.98306,-118.39194
locale,34.26,-118.39194
locale,33.98611,-118.39222
locale,34.14306,-118.39222
locale,34.00222,-118.3925
locale,33.31944,-118.39278
locale,34.29889,-118.39278
locale,33.91028,-118.39306
locale,33.86528,-118.39333
locale,34.18139,-118.39361
locale,34.35861,-118.39361
locale,35.43472,-118.39389
locale,37.36917,-118.39389
locale,33.89861,-118.39444
locale,33.89222,-118.39472
locale,34.29694,-118.39556
locale,33.84722,-118.39583
locale,37.37222,-118.39583
locale,33.80278,-118.39611
locale,37.34111,-118.39639
locale,34.18889,-118.39667
locale,34.22222,-118.39667
locale,37.34583,-118.39667
locale,37.34611,-118.39667
locale,37.66167,-118.39667
locale,34.18833,-118.39694
locale,35.56556,-118.39694
locale,33.84583,-118.39806
locale,37.66194,-118.39833
locale,33.75417,-118.39972
locale,33.8625,-118.4
locale,34.03722,-118.4
locale,37.76389,-118.4
locale,34.56139,-118.40083
locale,34.31361,-118.40167
locale,34.015,-118.40194
locale,34.37889,-118.40194
locale,35.61833,-118.4025
locale,33.86139,-118.40306
locale,34.62833,-118.40333
locale,37.41306,-118.40389
locale,33.38528,-118.40444
locale,35.35111,-118.40472
locale,33.74861,-118.405
locale,34.05,-118.405
locale,34.55806,-118.40528
locale,33.74111,-118.40583
locale,34.14556,-118.40611
locale,36.46444,-118.40611
locale,34.51694,-118.4075
locale,36.34139,-118.40778
locale,34.04556,-118.40917
locale,34.29389,-118.40917
locale,34.29389,-118.40917
locale,34.66917,-118.40917
locale,35.51528,-118.40917
locale,33.74194,-118.40972
locale,36.14194,-118.40972
locale,34.55361,-118.41028
locale,33.95722,-118.41056
locale,34.14111,-118.41056
locale,34.05278,-118.41083
locale,34.35306,-118.41111
locale,34.04306,-118.41139
locale,34.3125,-118.4125
locale,33.88361,-118.41278
locale,33.88361,-118.41278
locale,35.65222,-118.41417
locale,35.64778,-118.41556
locale,34.18722,-118.41611
locale,36.2325,-118.41667
locale,35.07194,-118.41778
locale,34.05889,-118.41806
locale,35.97889,-118.41806
locale,36.42389,-118.41833
locale,35.75583,-118.41889
locale,33.90389,-118.42083
locale,35.75806,-118.42139
locale,34.66806,-118.42194
locale,34.06944,-118.42222
locale,34.59389,-118.42306
locale,35.64917,-118.425
locale,34.04028,-118.42528
locale,36.20389,-118.42528
locale,35.26917,-118.42556
locale,35.65139,-118.42556
locale,35.39083,-118.42583
locale,35.755,-118.42611
locale,35.6925,-118.42639
locale,35.72917,-118.42667
locale,35.76639,-118.42667
locale,35.73028,-118.42778
locale,34.31028,-118.42861
locale,35.69833,-118.42917
locale,34.67361,-118.43
locale,34.54944,-118.43028
locale,35.76167,-118.43167
locale,34.54778,-118.43194
locale,34.68028,-118.43222
locale,37.12583,-118.4325
locale,37.12556,-118.43278
locale,34.30861,-118.43306
locale,34.54639,-118.43306
locale,37.12528,-118.43333
locale,34.54583,-118.43389
locale,35.65889,-118.435
locale,35.69639,-118.43528
locale,37.65,-118.43528
locale,34.15694,-118.43583
locale,34.03972,-118.43694
locale,35.62167,-118.43722
locale,34.22222,-118.4375
locale,35.66028,-118.4375
locale,37.12222,-118.4375
locale,33.96861,-118.43944
locale,37.12361,-118.43972
locale,33.35389,-118.44056
locale,34.3,-118.44111
locale,34.62139,-118.44194
locale,37.12611,-118.4425
locale,34.65333,-118.44444
locale,35.78389,-118.44444
locale,33.97278,-118.44528
locale,34.05389,-118.44528
locale,34.0775,-118.44639
locale,34.15139,-118.44639
locale,34.1525,-118.44667
locale,37.13083,-118.44667
locale,35.865,-118.44806
locale,34.22361,-118.44833
locale,34.23444,-118.44833
locale,35.86139,-118.44833
locale,34.50972,-118.44944
locale,35.85722,-118.44944
locale,35.70139,-118.44972
locale,33.38583,-118.45083
locale,35.85556,-118.45083
locale,34.02028,-118.45111
locale,34.50472,-118.45111
locale,35.79583,-118.45111
locale,34.90028,-118.45139
locale,34.50083,-118.45194
locale,34.50944,-118.4525
locale,34.28194,-118.45278
locale,35.80667,-118.45278
locale,34.59028,-118.45361
locale,34.05778,-118.45444
locale,34.41583,-118.45444
locale,35.70139,-118.45444
locale,34.50028,-118.45472
locale,35.5775,-118.45528
locale,34.01889,-118.45556
locale,35.65417,-118.45556
locale,37.86444,-118.45556
locale,35.87778,-118.45639
locale,35.69361,-118.45694
locale,35.82861,-118.45778
locale,35.70111,-118.45806
locale,35.65167,-118.45917
locale,34.00611,-118.45972
locale,34.04944,-118.46083
locale,35.64417,-118.46111
locale,35.70278,-118.46111
locale,34.41028,-118.46194
locale,36.09028,-118.46444
locale,36.04111,-118.46472
locale,34.41528,-118.46611
locale,34.15528,-118.46639
locale,34.32944,-118.4675
locale,36.05917,-118.46778
locale,33.9775,-118.46833
locale,35.57583,-118.46833
locale,34.15139,-118.46889
locale,35.6725,-118.46917
locale,34.405,-118.47083
locale,35.64861,-118.47111
locale,35.67194,-118.47222
locale,34.41722,-118.47278
locale,35.64639,-118.47389
locale,34.56583,-118.47472
locale,35.58611,-118.475
locale,33.98528,-118.47583
locale,34.24722,-118.47667
locale,36.13806,-118.47694
locale,35.65583,-118.47778
locale,35.65556,-118.47806
locale,35.13556,-118.47833
locale,35.65778,-118.47861
locale,35.58667,-118.47917
locale,35.6125,-118.47972
locale,35.96278,-118.48
locale,34.31583,-118.48056
locale,34.45806,-118.48111
locale,33.36833,-118.48139
locale,35.64,-118.48278
locale,33.99556,-118.48333
locale,35.64278,-118.48333
locale,35.65167,-118.48333
locale,36.10944,-118.48361
locale,34.04639,-118.48389
locale,34.03056,-118.48417
locale,35.93417,-118.48417
locale,33.99417,-118.485
locale,34.01778,-118.48556
locale,34.45639,-118.48556
locale,35.65167,-118.48611
locale,35.60306,-118.48639
locale,34.17056,-118.48722
locale,37.88722,-118.48722
locale,34.18167,-118.48778
locale,34.19056,-118.48806
locale,37.88667,-118.48806
locale,34.00222,-118.48833
locale,34.04806,-118.48972
locale,36.06639,-118.49028
locale,37.37806,-118.49056
locale,35.92889,-118.49222
locale,34.02111,-118.4925
locale,35.39944,-118.4925
locale,35.15444,-118.49278
locale,37.38,-118.49278
locale,34.01361,-118.49306
locale,34.15833,-118.49306
locale,35.14889,-118.49306
locale,35.92278,-118.49444
locale,34.17444,-118.49611
locale,34.64111,-118.49667
locale,35.05306,-118.49667
locale,34.00833,-118.49694
locale,34.00861,-118.49694
locale,34.01861,-118.49722
locale,34.14528,-118.4975
locale,35.41972,-118.49861
locale,34.28889,-118.49889
locale,34.27083,-118.49944
locale,34.27306,-118.49944
locale,34.05,-118.50028
locale,34.25583,-118.50056
locale,34.77472,-118.50056
locale,36.25667,-118.50056
locale,34.23528,-118.50111
locale,34.01639,-118.50139
locale,34.18611,-118.50194
locale,37.13167,-118.50222
locale,34.32972,-118.50333
locale,34.64028,-118.50389
locale,36.20806,-118.50417
locale,37.40694,-118.50472
locale,34.29167,-118.505
locale,34.16111,-118.50556
locale,34.17667,-118.50556
locale,34.60306,-118.50611
locale,34.02028,-118.50667
locale,34.16028,-118.50778
locale,34.18167,-118.50778
locale,35.11917,-118.50778
locale,34.20778,-118.50806
locale,34.38333,-118.50889
locale,34.16056,-118.50972
locale,34.69889,-118.51
locale,34.16167,-118.51083
locale,34.05611,-118.51111
locale,34.9875,-118.51194
locale,35.07778,-118.51194
locale,35.07778,-118.51194
locale,34.02444,-118.51222
locale,35.11194,-118.5125
locale,34.16194,-118.51278
locale,34.30889,-118.51278
locale,34.38861,-118.51278
locale,34.03972,-118.51306
locale,34.02528,-118.51389
locale,34.03778,-118.51389
locale,34.02583,-118.515
locale,34.38833,-118.515
locale,34.42861,-118.51583
locale,34.42861,-118.51583
locale,34.5575,-118.51611
locale,36.08444,-118.51806
locale,35.51056,-118.51833
locale,34.08139,-118.51972
locale,35.40111,-118.51972
locale,33.4625,-118.52222
locale,34.42167,-118.52222
locale,35.4925,-118.52222
locale,35.49333,-118.52222
locale,34.25528,-118.5225
locale,36.0025,-118.5225
locale,35.4525,-118.52278
locale,34.53444,-118.52389
locale,35.58806,-118.52389
locale,34.26639,-118.52417
locale,34.69917,-118.52417
locale,34.53361,-118.52444
locale,34.40222,-118.525
locale,35.57444,-118.52556
locale,34.41639,-118.52694
locale,35.4825,-118.52694
locale,35.48556,-118.52694
locale,34.76444,-118.52722
locale,34.05444,-118.5275
locale,34.05472,-118.5275
locale,35.42,-118.5275
locale,35.42056,-118.5275
locale,34.41694,-118.52778
locale,35.4525,-118.52833
locale,34.69139,-118.52889
locale,34.43417,-118.52944
locale,34.71917,-118.52944
locale,35.42917,-118.52972
locale,36.26389,-118.52972
locale,35.57417,-118.53
locale,35.41222,-118.53028
locale,35.53472,-118.53083
locale,34.42778,-118.53389
locale,34.16889,-118.53417
locale,34.16028,-118.53444
locale,34.18028,-118.53444
locale,35.38917,-118.53444
locale,36.24111,-118.53444
locale,34.79056,-118.53472
locale,36.00222,-118.53583
locale,37.32611,-118.53583
locale,34.25778,-118.53611
locale,35.19944,-118.53611
locale,34.25611,-118.53667
locale,34.25361,-118.53778
locale,34.16944,-118.53861
locale,34.03861,-118.53889
locale,34.14278,-118.54083
locale,35.97083,-118.54083
locale,36.07333,-118.54083
locale,34.38083,-118.54222
locale,34.42167,-118.54222
locale,36.12278,-118.54278
locale,34.37917,-118.54306
locale,36.28556,-118.54361
locale,34.76056,-118.54389
locale,36.12056,-118.54417
locale,34.78056,-118.54472
locale,37.66111,-118.54694
locale,36.11917,-118.54722
locale,34.70861,-118.54778
locale,37.39389,-118.54778
locale,34.40389,-118.55
locale,34.09472,-118.55028
locale,36.37028,-118.55083
locale,34.23472,-118.55194
locale,34.2375,-118.55361
locale,35.38194,-118.55361
locale,34.28,-118.55389
locale,36.29722,-118.55389
locale,34.1875,-118.55444
locale,34.62167,-118.55556
locale,35.73028,-118.55556
locale,35.73889,-118.55556
locale,34.41528,-118.55611
locale,34.62139,-118.55639
locale,35.7325,-118.55639
locale,35.73806,-118.55639
locale,34.71083,-118.55667
locale,37.18583,-118.55694
locale,34.17222,-118.5575
locale,34.24194,-118.55778
locale,37.18278,-118.55778
locale,35.70917,-118.55833
locale,35.22417,-118.55861
locale,34.57139,-118.55944
locale,37.19417,-118.55944
locale,34.22889,-118.55972
locale,35.09417,-118.55972
locale,34.60778,-118.56
locale,35.7125,-118.56
locale,34.42056,-118.56028
locale,35.21111,-118.56028
locale,34.38556,-118.56167
locale,34.04583,-118.5625
locale,37.17028,-118.56444
locale,37.23528,-118.56472
locale,35.92556,-118.565
locale,37.22389,-118.56528
locale,37.21028,-118.56611
locale,34.72611,-118.56639
locale,34.56222,-118.56722
locale,37.24639,-118.56722
locale,34.77583,-118.5675
locale,35.77722,-118.5675
locale,35.115,-118.56833
locale,37.20833,-118.56833
locale,37.79528,-118.56861
locale,37.24861,-118.56944
locale,35.80917,-118.56972
locale,35.65667,-118.57056
locale,34.20056,-118.57111
locale,34.20194,-118.57111
locale,34.70111,-118.57111
locale,35.85,-118.57167
locale,34.41806,-118.57278
locale,34.98028,-118.57306
locale,34.72722,-118.57333
locale,35.68556,-118.57333
locale,35.95611,-118.57528
locale,36.32472,-118.57528
locale,37.38694,-118.57528
locale,35.87278,-118.57583
locale,35.87389,-118.57667
locale,37.26472,-118.57722
locale,34.71806,-118.5775
locale,37.25639,-118.5775
locale,35.87389,-118.57778
locale,35.78944,-118.57806
locale,33.45167,-118.58028
locale,35.74861,-118.58167
locale,35.4675,-118.58194
locale,35.81861,-118.58194
locale,35.98083,-118.58194
locale,35.45083,-118.58278
locale,34.05833,-118.58333
locale,35.09306,-118.58333
locale,36.71083,-118.58361
locale,34.27306,-118.58389
locale,34.77611,-118.58444
locale,34.80306,-118.58528
locale,34.75389,-118.58583
locale,34.09333,-118.58611
locale,34.15778,-118.58611
locale,34.24139,-118.58694
locale,35.64417,-118.58778
locale,34.16722,-118.58806
locale,34.52278,-118.58806
locale,37.24528,-118.58806
locale,34.12389,-118.59
locale,35.97639,-118.59083
locale,36.42361,-118.59139
locale,37.24389,-118.59222
locale,34.15472,-118.5925
locale,37.09389,-118.59389
locale,33.03028,-118.595
locale,36.45833,-118.59556
locale,37.24361,-118.59583
locale,36.44917,-118.59611
